date,ingredient,sales
2025-02-21,Rice,120
2025-02-21,Salt,84
2025-02-21,Spinach,87
2025-02-21,Sugar,81
2025-02-21,Tomato,159
2025-02-22,Basil,54
2025-02-22,Beef,182
2025-02-22,Bell Pepper,100
2025-02-22,Bread,123
2025-02-22,Broccoli,84
2025-02-22,Butter,99
2025-02-22,Cabbage,72
2025-02-22,Carrot,115
2025-02-22,Cheese,150
2025-02-22,Chicken,240
2025-02-22,Cilantro,67
2025-02-22,Eggs,146
2025-02-22,Fish,175
2025-02-22,Flour,104
2025-02-22,Garlic,61
2025-02-22,Ginger,47
2025-02-22,Lemon,68
2025-02-22,Lettuce,93
2025-02-22,Lime,58
2025-02-22,Milk,127
2025-02-22,Mushroom,83
2025-02-22,Oil,106
2025-02-22,Onion,128
2025-02-22,Pasta,113
2025-02-22,Potato,112
2025-02-22,Rice,128
2025-02-22,Salt,76
2025-02-22,Spinach,76
2025-02-22,Sugar,71
2025-02-22,Tomato,156
2025-02-23,Basil,56
2025-02-23,Beef,203
2025-02-23,Bell Pepper,109
2025-02-23,Bread,109
2025-02-23,Broccoli,97
2025-02-23,Butter,98
2025-02-23,Cabbage,86
2025-02-23,Carrot,115
2025-02-23,Cheese,139
2025-02-23,Chicken,196
2025-02-23,Cilantro,68
2025-02-23,Eggs,168
2025-02-23,Fish,168
2025-02-23,Flour,115
2025-02-23,Garlic,62
2025-02-23,Ginger,56
2025-02-23,Lemon,79
2025-02-23,Lettuce,97
2025-02-23,Lime,58
2025-02-23,Milk,156
2025-02-23,Mushroom,77
2025-02-23,Oil,125
2025-02-23,Onion,126
2025-02-23,Pasta,147
2025-02-23,Potato,144
2025-02-23,Rice,125
2025-02-23,Salt,76
2025-02-23,Spinach,86
2025-02-23,Sugar,91
2025-02-23,Tomato,173
2025-02-24,Basil,76
2025-02-24,Beef,202
2025-02-24,Bell Pepper,112
2025-02-24,Bread,131
2025-02-24,Broccoli,107
2025-02-24,Butter,118
2025-02-24,Cabbage,87
2025-02-24,Carrot,133
2025-02-24,Cheese,134
2025-02-24,Chicken,232
2025-02-24,Cilantro,77
2025-02-24,Eggs,211
2025-02-24,Fish,152
2025-02-24,Flour,124
2025-02-24,Garlic,76
2025-02-24,Ginger,67
2025-02-24,Lemon,90
2025-02-24,Lettuce,109
2025-02-24,Lime,78
2025-02-24,Milk,159
2025-02-24,Mushroom,91
2025-02-24,Oil,120
2025-02-24,Onion,136
2025-02-24,Pasta,125
2025-02-24,Potato,109
2025-02-24,Rice,150
2025-02-24,Salt,84
2025-02-24,Spinach,88
2025-02-24,Sugar,96
2025-02-24,Tomato,153
2025-02-25,Basil,89
2025-02-25,Beef,212
2025-02-25,Bell Pepper,123
2025-02-25,Bread,133
2025-02-25,Broccoli,110
2025-02-25,Butter,137
2025-02-25,Cabbage,101
2025-02-25,Carrot,143
2025-02-25,Cheese,181
2025-02-25,Chicken,228
2025-02-25,Cilantro,77
2025-02-25,Eggs,190
2025-02-25,Fish,181
2025-02-25,Flour,129
2025-02-25,Garlic,86
2025-02-25,Ginger,82
2025-02-25,Lemon,97
2025-02-25,Lettuce,110
2025-02-25,Lime,75
2025-02-25,Milk,184
2025-02-25,Mushroom,114
2025-02-25,Oil,116
2025-02-25,Onion,174
2025-02-25,Pasta,139
2025-02-25,Potato,147
2025-02-25,Rice,174
2025-02-25,Salt,103
2025-02-25,Spinach,104
2025-02-25,Sugar,108
2025-02-25,Tomato,194
2025-02-26,Basil,80
2025-02-26,Beef,215
2025-02-26,Bell Pepper,118
2025-02-26,Bread,142
2025-02-26,Broccoli,109
2025-02-26,Butter,121
2025-02-26,Cabbage,98
2025-02-26,Carrot,133
2025-02-26,Cheese,183
2025-02-26,Chicken,204
2025-02-26,Cilantro,87
2025-02-26,Eggs,198
2025-02-26,Fish,183
2025-02-26,Flour,120
2025-02-26,Garlic,78
2025-02-26,Ginger,78
2025-02-26,Lemon,96
2025-02-26,Lettuce,120
2025-02-26,Lime,93
2025-02-26,Milk,170
2025-02-26,Mushroom,110
2025-02-26,Oil,134
2025-02-26,Onion,166
2025-02-26,Pasta,121
2025-02-26,Potato,138
2025-02-26,Rice,176
2025-02-26,Salt,81
2025-02-26,Spinach,101
2025-02-26,Sugar,115
2025-02-26,Tomato,185
2025-02-27,Basil,73
2025-02-27,Beef,212
2025-02-27,Bell Pepper,117
2025-02-27,Bread,140
2025-02-27,Broccoli,100
2025-02-27,Butter,131
2025-02-27,Cabbage,99
2025-02-27,Carrot,129
2025-02-27,Cheese,149
2025-02-27,Chicken,220
2025-02-27,Cilantro,80
2025-02-27,Eggs,197
2025-02-27,Fish,165
2025-02-27,Flour,108
2025-02-27,Garlic,83
2025-02-27,Ginger,75
2025-02-27,Lemon,82
2025-02-27,Lettuce,99
2025-02-27,Lime,99
2025-02-27,Milk,172
2025-02-27,Mushroom,98
2025-02-27,Oil,134
2025-02-27,Onion,149
2025-02-27,Pasta,140
2025-02-27,Potato,143
2025-02-27,Rice,151
2025-02-27,Salt,89
2025-02-27,Spinach,85
2025-02-27,Sugar,114
2025-02-27,Tomato,166
2025-02-28,Basil,58
2025-02-28,Beef,196
2025-02-28,Bell Pepper,101
2025-02-28,Bread,129
2025-02-28,Broccoli,101
2025-02-28,Butter,119
2025-02-28,Cabbage,85
2025-02-28,Carrot,116
2025-02-28,Cheese,159
2025-02-28,Chicken,229
2025-02-28,Cilantro,61
2025-02-28,Eggs,188
2025-02-28,Fish,148
2025-02-28,Flour,123
2025-02-28,Garlic,68
2025-02-28,Ginger,59
2025-02-28,Lemon,70
2025-02-28,Lettuce,94
2025-02-28,Lime,83
2025-02-28,Milk,163
2025-02-28,Mushroom,78
2025-02-28,Oil,130
2025-02-28,Onion,155
2025-02-28,Pasta,117
2025-02-28,Potato,134
2025-02-28,Rice,139
2025-02-28,Salt,92
2025-02-28,Spinach,80
2025-02-28,Sugar,91
2025-02-28,Tomato,163
2025-03-01,Basil,54
2025-03-01,Beef,239
2025-03-01,Bell Pepper,95
2025-03-01,Bread,131
2025-03-01,Broccoli,77
2025-03-01,Butter,105
2025-03-01,Cabbage,78
2025-03-01,Carrot,107
2025-03-01,Cheese,166
2025-03-01,Chicken,214
2025-03-01,Cilantro,73
2025-03-01,Eggs,197
2025-03-01,Fish,161
2025-03-01,Flour,101
2025-03-01,Garlic,67
2025-03-01,Ginger,59
2025-03-01,Lemon,71
2025-03-01,Lettuce,97
2025-03-01,Lime,65
2025-03-01,Milk,151
2025-03-01,Mushroom,95
2025-03-01,Oil,118
2025-03-01,Onion,145
2025-03-01,Pasta,124
2025-03-01,Potato,125
2025-03-01,Rice,139
2025-03-01,Salt,69
2025-03-01,Spinach,90
2025-03-01,Sugar,65
2025-03-01,Tomato,165
2025-03-02,Basil,69
2025-03-02,Beef,176
2025-03-02,Bell Pepper,112
2025-03-02,Bread,123
2025-03-02,Broccoli,91
2025-03-02,Butter,120
2025-03-02,Cabbage,79
2025-03-02,Carrot,97
2025-03-02,Cheese,146
2025-03-02,Chicken,242
2025-03-02,Cilantro,71
2025-03-02,Eggs,206
2025-03-02,Fish,198
2025-03-02,Flour,100
2025-03-02,Garlic,82
2025-03-02,Ginger,58
2025-03-02,Lemon,67
2025-03-02,Lettuce,92
2025-03-02,Lime,57
2025-03-02,Milk,174
2025-03-02,Mushroom,100
2025-03-02,Oil,103
2025-03-02,Onion,136
2025-03-02,Pasta,119
2025-03-02,Potato,118
2025-03-02,Rice,116
2025-03-02,Salt,77
2025-03-02,Spinach,81
2025-03-02,Sugar,85
2025-03-02,Tomato,172
2025-03-03,Basil,80
2025-03-03,Beef,202
2025-03-03,Bell Pepper,119
2025-03-03,Bread,145
2025-03-03,Broccoli,107
2025-03-03,Butter,112
2025-03-03,Cabbage,88
2025-03-03,Carrot,133
2025-03-03,Cheese,150
2025-03-03,Chicken,254
2025-03-03,Cilantro,86
2025-03-03,Eggs,175
2025-03-03,Fish,181
2025-03-03,Flour,118
2025-03-03,Garlic,75
2025-03-03,Ginger,70
2025-03-03,Lemon,84
2025-03-03,Lettuce,95
2025-03-03,Lime,81
2025-03-03,Milk,144
2025-03-03,Mushroom,104
2025-03-03,Oil,116
2025-03-03,Onion,146
2025-03-03,Pasta,142
2025-03-03,Potato,144
2025-03-03,Rice,134
2025-03-03,Salt,81
2025-03-03,Spinach,89
2025-03-03,Sugar,100
2025-03-03,Tomato,183
2025-03-04,Basil,78
2025-03-04,Beef,195
2025-03-04,Bell Pepper,130
2025-03-04,Bread,144
2025-03-04,Broccoli,129
2025-03-04,Butter,127
2025-03-04,Cabbage,108
2025-03-04,Carrot,124
2025-03-04,Cheese,153
2025-03-04,Chicken,214
2025-03-04,Cilantro,94
2025-03-04,Eggs,224
2025-03-04,Fish,175
2025-03-04,Flour,118
2025-03-04,Garlic,81
2025-03-04,Ginger,69
2025-03-04,Lemon,96
2025-03-04,Lettuce,118
2025-03-04,Lime,88
2025-03-04,Milk,149
2025-03-04,Mushroom,119
2025-03-04,Oil,127
2025-03-04,Onion,164
2025-03-04,Pasta,122
2025-03-04,Potato,146
2025-03-04,Rice,160
2025-03-04,Salt,99
2025-03-04,Spinach,103
2025-03-04,Sugar,110
2025-03-04,Tomato,170
2025-03-05,Basil,85
2025-03-05,Beef,221
2025-03-05,Bell Pepper,131
2025-03-05,Bread,149
2025-03-05,Broccoli,104
2025-03-05,Butter,117
2025-03-05,Cabbage,85
2025-03-05,Carrot,147
2025-03-05,Cheese,190
2025-03-05,Chicken,257
2025-03-05,Cilantro,91
2025-03-05,Eggs,163
2025-03-05,Fish,174
2025-03-05,Flour,126
2025-03-05,Garlic,90
2025-03-05,Ginger,78
2025-03-05,Lemon,96
2025-03-05,Lettuce,119
2025-03-05,Lime,91
2025-03-05,Milk,161
2025-03-05,Mushroom,116
2025-03-05,Oil,130
2025-03-05,Onion,143
2025-03-05,Pasta,131
2025-03-05,Potato,146
2025-03-05,Rice,171
2025-03-05,Salt,99
2025-03-05,Spinach,103
2025-03-05,Sugar,100
2025-03-05,Tomato,202
2025-03-06,Basil,75
2025-03-06,Beef,211
2025-03-06,Bell Pepper,137
2025-03-06,Bread,148
2025-03-06,Broccoli,95
2025-03-06,Butter,106
2025-03-06,Cabbage,92
2025-03-06,Carrot,120
2025-03-06,Cheese,181
2025-03-06,Chicken,234
2025-03-06,Cilantro,84
2025-03-06,Eggs,180
2025-03-06,Fish,210
2025-03-06,Flour,143
2025-03-06,Garlic,81
2025-03-06,Ginger,74
2025-03-06,Lemon,88
2025-03-06,Lettuce,110
2025-03-06,Lime,79
2025-03-06,Milk,149
2025-03-06,Mushroom,94
2025-03-06,Oil,132
2025-03-06,Onion,147
2025-03-06,Pasta,106
2025-03-06,Potato,149
2025-03-06,Rice,152
2025-03-06,Salt,101
2025-03-06,Spinach,101
2025-03-06,Sugar,91
2025-03-06,Tomato,148
2025-03-07,Basil,64
2025-03-07,Beef,190
2025-03-07,Bell Pepper,121
2025-03-07,Bread,132
2025-03-07,Broccoli,107
2025-03-07,Butter,100
2025-03-07,Cabbage,88
2025-03-07,Carrot,130
2025-03-07,Cheese,132
2025-03-07,Chicken,250
2025-03-07,Cilantro,73
2025-03-07,Eggs,188
2025-03-07,Fish,160
2025-03-07,Flour,119
2025-03-07,Garlic,66
2025-03-07,Ginger,66
2025-03-07,Lemon,82
2025-03-07,Lettuce,94
2025-03-07,Lime,84
2025-03-07,Milk,156
2025-03-07,Mushroom,97
2025-03-07,Oil,102
2025-03-07,Onion,169
2025-03-07,Pasta,110
2025-03-07,Potato,145
2025-03-07,Rice,130
2025-03-07,Salt,78
2025-03-07,Spinach,93
2025-03-07,Sugar,100
2025-03-07,Tomato,153
2025-03-08,Basil,66
2025-03-08,Beef,218
2025-03-08,Bell Pepper,97
2025-03-08,Bread,147
2025-03-08,Broccoli,80
2025-03-08,Butter,103
2025-03-08,Cabbage,79
2025-03-08,Carrot,107
2025-03-08,Cheese,162
2025-03-08,Chicken,225
2025-03-08,Cilantro,65
2025-03-08,Eggs,188
2025-03-08,Fish,166
2025-03-08,Flour,103
2025-03-08,Garlic,72
2025-03-08,Ginger,59
2025-03-08,Lemon,76
2025-03-08,Lettuce,86
2025-03-08,Lime,70
2025-03-08,Milk,138
2025-03-08,Mushroom,76
2025-03-08,Oil,110
2025-03-08,Onion,125
2025-03-08,Pasta,124
2025-03-08,Potato,136
2025-03-08,Rice,112
2025-03-08,Salt,70
2025-03-08,Spinach,71
2025-03-08,Sugar,82
2025-03-08,Tomato,173
2025-03-09,Basil,62
2025-03-09,Beef,190
2025-03-09,Bell Pepper,120
2025-03-09,Bread,105
2025-03-09,Broccoli,103
2025-03-09,Butter,106
2025-03-09,Cabbage,78
2025-03-09,Carrot,112
2025-03-09,Cheese,182
2025-03-09,Chicken,197
2025-03-09,Cilantro,69
2025-03-09,Eggs,186
2025-03-09,Fish,147
2025-03-09,Flour,95
2025-03-09,Garlic,68
2025-03-09,Ginger,54
2025-03-09,Lemon,68
2025-03-09,Lettuce,95
2025-03-09,Lime,73
2025-03-09,Milk,148
2025-03-09,Mushroom,96
2025-03-09,Oil,104
2025-03-09,Onion,123
2025-03-09,Pasta,139
2025-03-09,Potato,122
2025-03-09,Rice,122
2025-03-09,Salt,67
2025-03-09,Spinach,91
2025-03-09,Sugar,85
2025-03-09,Tomato,164
2025-03-10,Basil,72
2025-03-10,Beef,226
2025-03-10,Bell Pepper,116
2025-03-10,Bread,164
2025-03-10,Broccoli,104
2025-03-10,Butter,128
2025-03-10,Cabbage,93
2025-03-10,Carrot,127
2025-03-10,Cheese,158
2025-03-10,Chicken,235
2025-03-10,Cilantro,81
2025-03-10,Eggs,177
2025-03-10,Fish,181
2025-03-10,Flour,123
2025-03-10,Garlic,89
2025-03-10,Ginger,71
2025-03-10,Lemon,94
2025-03-10,Lettuce,102
2025-03-10,Lime,82
2025-03-10,Milk,177
2025-03-10,Mushroom,91
2025-03-10,Oil,118
2025-03-10,Onion,170
2025-03-10,Pasta,118
2025-03-10,Potato,123
2025-03-10,Rice,166
2025-03-10,Salt,95
2025-03-10,Spinach,96
2025-03-10,Sugar,97
2025-03-10,Tomato,171
2025-03-11,Basil,84
2025-03-11,Beef,246
2025-03-11,Bell Pepper,129
2025-03-11,Bread,171
2025-03-11,Broccoli,105
2025-03-11,Butter,127
2025-03-11,Cabbage,94
2025-03-11,Carrot,125
2025-03-11,Cheese,173
2025-03-11,Chicken,246
2025-03-11,Cilantro,90
2025-03-11,Eggs,231
2025-03-11,Fish,195
2025-03-11,Flour,132
2025-03-11,Garlic,87
2025-03-11,Ginger,85
2025-03-11,Lemon,106
2025-03-11,Lettuce,121
2025-03-11,Lime,82
2025-03-11,Milk,160
2025-03-11,Mushroom,109
2025-03-11,Oil,137
2025-03-11,Onion,166
2025-03-11,Pasta,142
2025-03-11,Potato,148
2025-03-11,Rice,149
2025-03-11,Salt,99
2025-03-11,Spinach,115
2025-03-11,Sugar,114
2025-03-11,Tomato,195
2025-03-12,Basil,90
2025-03-12,Beef,212
2025-03-12,Bell Pepper,124
2025-03-12,Bread,140
2025-03-12,Broccoli,114
2025-03-12,Butter,125
2025-03-12,Cabbage,107
2025-03-12,Carrot,134
2025-03-12,Cheese,167
2025-03-12,Chicken,280
2025-03-12,Cilantro,87
2025-03-12,Eggs,201
2025-03-12,Fish,197
2025-03-12,Flour,114
2025-03-12,Garlic,96
2025-03-12,Ginger,82
2025-03-12,Lemon,104
2025-03-12,Lettuce,113
2025-03-12,Lime,91
2025-03-12,Milk,171
2025-03-12,Mushroom,111
2025-03-12,Oil,120
2025-03-12,Onion,161
2025-03-12,Pasta,125
2025-03-12,Potato,154
2025-03-12,Rice,133
2025-03-12,Salt,87
2025-03-12,Spinach,110
2025-03-12,Sugar,105
2025-03-12,Tomato,174
2025-03-13,Basil,84
2025-03-13,Beef,218
2025-03-13,Bell Pepper,131
2025-03-13,Bread,140
2025-03-13,Broccoli,129
2025-03-13,Butter,117
2025-03-13,Cabbage,104
2025-03-13,Carrot,132
2025-03-13,Cheese,148
2025-03-13,Chicken,243
2025-03-13,Cilantro,85
2025-03-13,Eggs,175
2025-03-13,Fish,169
2025-03-13,Flour,117
2025-03-13,Garlic,85
2025-03-13,Ginger,62
2025-03-13,Lemon,94
2025-03-13,Lettuce,108
2025-03-13,Lime,76
2025-03-13,Milk,176
2025-03-13,Mushroom,102
2025-03-13,Oil,140
2025-03-13,Onion,159
2025-03-13,Pasta,133
2025-03-13,Potato,142
2025-03-13,Rice,158
2025-03-13,Salt,90
2025-03-13,Spinach,92
2025-03-13,Sugar,107
2025-03-13,Tomato,181
2025-03-14,Basil,68
2025-03-14,Beef,222
2025-03-14,Bell Pepper,111
2025-03-14,Bread,132
2025-03-14,Broccoli,93
2025-03-14,Butter,116
2025-03-14,Cabbage,85
2025-03-14,Carrot,131
2025-03-14,Cheese,153
2025-03-14,Chicken,214
2025-03-14,Cilantro,77
2025-03-14,Eggs,185
2025-03-14,Fish,159
2025-03-14,Flour,119
2025-03-14,Garlic,63
2025-03-14,Ginger,66
2025-03-14,Lemon,70
2025-03-14,Lettuce,118
2025-03-14,Lime,65
2025-03-14,Milk,169
2025-03-14,Mushroom,92
2025-03-14,Oil,114
2025-03-14,Onion,145
2025-03-14,Pasta,129
2025-03-14,Potato,123
2025-03-14,Rice,132
2025-03-14,Salt,86
2025-03-14,Spinach,76
2025-03-14,Sugar,88
2025-03-14,Tomato,220
2025-03-15,Basil,56
2025-03-15,Beef,220
2025-03-15,Bell Pepper,100
2025-03-15,Bread,134
2025-03-15,Broccoli,96
2025-03-15,Butter,120
2025-03-15,Cabbage,75
2025-03-15,Carrot,136
2025-03-15,Cheese,149
2025-03-15,Chicken,224
2025-03-15,Cilantro,68
2025-03-15,Eggs,157
2025-03-15,Fish,165
2025-03-15,Flour,102
2025-03-15,Garlic,64
2025-03-15,Ginger,67
2025-03-15,Lemon,66
2025-03-15,Lettuce,105
2025-03-15,Lime,71
2025-03-15,Milk,150
2025-03-15,Mushroom,79
2025-03-15,Oil,104
2025-03-15,Onion,130
2025-03-15,Pasta,98
2025-03-15,Potato,115
2025-03-15,Rice,117
2025-03-15,Salt,84
2025-03-15,Spinach,85
2025-03-15,Sugar,91
2025-03-15,Tomato,175
2025-03-16,Basil,64
2025-03-16,Beef,228
2025-03-16,Bell Pepper,102
2025-03-16,Bread,132
2025-03-16,Broccoli,100
2025-03-16,Butter,99
2025-03-16,Cabbage,98
2025-03-16,Carrot,118
2025-03-16,Cheese,162
2025-03-16,Chicken,248
2025-03-16,Cilantro,74
2025-03-16,Eggs,178
2025-03-16,Fish,174
2025-03-16,Flour,90
2025-03-16,Garlic,65
2025-03-16,Ginger,61
2025-03-16,Lemon,76
2025-03-16,Lettuce,108
2025-03-16,Lime,68
2025-03-16,Milk,134
2025-03-16,Mushroom,96
2025-03-16,Oil,128
2025-03-16,Onion,150
2025-03-16,Pasta,117
2025-03-16,Potato,141
2025-03-16,Rice,180
2025-03-16,Salt,79
2025-03-16,Spinach,74
2025-03-16,Sugar,84
2025-03-16,Tomato,178
2025-03-17,Basil,65
2025-03-17,Beef,210
2025-03-17,Bell Pepper,121
2025-03-17,Bread,154
2025-03-17,Broccoli,113
2025-03-17,Butter,126
2025-03-17,Cabbage,74
2025-03-17,Carrot,137
2025-03-17,Cheese,176
2025-03-17,Chicken,233
2025-03-17,Cilantro,69
2025-03-17,Eggs,174
2025-03-17,Fish,160
2025-03-17,Flour,95
2025-03-17,Garlic,78
2025-03-17,Ginger,64
2025-03-17,Lemon,98
2025-03-17,Lettuce,106
2025-03-17,Lime,86
2025-03-17,Milk,137
2025-03-17,Mushroom,94
2025-03-17,Oil,124
2025-03-17,Onion,137
2025-03-17,Pasta,123
2025-03-17,Potato,136
2025-03-17,Rice,144
2025-03-17,Salt,99
2025-03-17,Spinach,95
2025-03-17,Sugar,101
2025-03-17,Tomato,186
2025-03-18,Basil,85
2025-03-18,Beef,215
2025-03-18,Bell Pepper,124
2025-03-18,Bread,148
2025-03-18,Broccoli,122
2025-03-18,Butter,138
2025-03-18,Cabbage,95
2025-03-18,Carrot,145
2025-03-18,Cheese,173
2025-03-18,Chicken,238
2025-03-18,Cilantro,85
2025-03-18,Eggs,193
2025-03-18,Fish,208
2025-03-18,Flour,123
2025-03-18,Garlic,88
2025-03-18,Ginger,71
2025-03-18,Lemon,90
2025-03-18,Lettuce,115
2025-03-18,Lime,83
2025-03-18,Milk,168
2025-03-18,Mushroom,104
2025-03-18,Oil,133
2025-03-18,Onion,159
2025-03-18,Pasta,127
2025-03-18,Potato,143
2025-03-18,Rice,158
2025-03-18,Salt,104
2025-03-18,Spinach,104
2025-03-18,Sugar,102
2025-03-18,Tomato,193
2025-03-19,Basil,93
2025-03-19,Beef,236
2025-03-19,Bell Pepper,134
2025-03-19,Bread,157
2025-03-19,Broccoli,126
2025-03-19,Butter,139
2025-03-19,Cabbage,103
2025-03-19,Carrot,150
2025-03-19,Cheese,163
2025-03-19,Chicken,209
2025-03-19,Cilantro,91
2025-03-19,Eggs,199
2025-03-19,Fish,182
2025-03-19,Flour,132
2025-03-19,Garlic,79
2025-03-19,Ginger,77
2025-03-19,Lemon,92
2025-03-19,Lettuce,105
2025-03-19,Lime,98
2025-03-19,Milk,152
2025-03-19,Mushroom,105
2025-03-19,Oil,144
2025-03-19,Onion,168
2025-03-19,Pasta,128
2025-03-19,Potato,158
2025-03-19,Rice,163
2025-03-19,Salt,114
2025-03-19,Spinach,107
2025-03-19,Sugar,108
2025-03-19,Tomato,176
2025-03-20,Basil,74
2025-03-20,Beef,197
2025-03-20,Bell Pepper,136
2025-03-20,Bread,142
2025-03-20,Broccoli,113
2025-03-20,Butter,137
2025-03-20,Cabbage,78
2025-03-20,Carrot,146
2025-03-20,Cheese,172
2025-03-20,Chicken,242
2025-03-20,Cilantro,79
2025-03-20,Eggs,179
2025-03-20,Fish,191
2025-03-20,Flour,139
2025-03-20,Garlic,88
2025-03-20,Ginger,79
2025-03-20,Lemon,87
2025-03-20,Lettuce,107
2025-03-20,Lime,79
2025-03-20,Milk,157
2025-03-20,Mushroom,87
2025-03-20,Oil,121
2025-03-20,Onion,146
2025-03-20,Pasta,131
2025-03-20,Potato,145
2025-03-20,Rice,157
2025-03-20,Salt,92
2025-03-20,Spinach,94
2025-03-20,Sugar,88
2025-03-20,Tomato,174
2025-03-21,Basil,63
2025-03-21,Beef,211
2025-03-21,Bell Pepper,121
2025-03-21,Bread,142
2025-03-21,Broccoli,104
2025-03-21,Butter,111
2025-03-21,Cabbage,79
2025-03-21,Carrot,114
2025-03-21,Cheese,140
2025-03-21,Chicken,243
2025-03-21,Cilantro,72
2025-03-21,Eggs,161
2025-03-21,Fish,160
2025-03-21,Flour,100
2025-03-21,Garlic,73
2025-03-21,Ginger,67
2025-03-21,Lemon,75
2025-03-21,Lettuce,83
2025-03-21,Lime,72
2025-03-21,Milk,151
2025-03-21,Mushroom,91
2025-03-21,Oil,112
2025-03-21,Onion,145
2025-03-21,Pasta,123
2025-03-21,Potato,133
2025-03-21,Rice,147
2025-03-21,Salt,79
2025-03-21,Spinach,84
2025-03-21,Sugar,102
2025-03-21,Tomato,181
2025-03-22,Basil,65
2025-03-22,Beef,221
2025-03-22,Bell Pepper,111
2025-03-22,Bread,139
2025-03-22,Broccoli,79
2025-03-22,Butter,111
2025-03-22,Cabbage,75
2025-03-22,Carrot,133
2025-03-22,Cheese,171
2025-03-22,Chicken,207
2025-03-22,Cilantro,68
2025-03-22,Eggs,178
2025-03-22,Fish,177
2025-03-22,Flour,92
2025-03-22,Garlic,68
2025-03-22,Ginger,55
2025-03-22,Lemon,73
2025-03-22,Lettuce,89
2025-03-22,Lime,64
2025-03-22,Milk,166
2025-03-22,Mushroom,78
2025-03-22,Oil,102
2025-03-22,Onion,136
2025-03-22,Pasta,108
2025-03-22,Potato,117
2025-03-22,Rice,137
2025-03-22,Salt,66
2025-03-22,Spinach,74
2025-03-22,Sugar,101
2025-03-22,Tomato,173
2025-03-23,Basil,60
2025-03-23,Beef,209
2025-03-23,Bell Pepper,114
2025-03-23,Bread,142
2025-03-23,Broccoli,93
2025-03-23,Butter,121
2025-03-23,Cabbage,65
2025-03-23,Carrot,107
2025-03-23,Cheese,163
2025-03-23,Chicken,229
2025-03-23,Cilantro,64
2025-03-23,Eggs,181
2025-03-23,Fish,163
2025-03-23,Flour,101
2025-03-23,Garlic,74
2025-03-23,Ginger,62
2025-03-23,Lemon,67
2025-03-23,Lettuce,89
2025-03-23,Lime,67
2025-03-23,Milk,152
2025-03-23,Mushroom,83
2025-03-23,Oil,124
2025-03-23,Onion,143
2025-03-23,Pasta,123
2025-03-23,Potato,115
2025-03-23,Rice,152
2025-03-23,Salt,60
2025-03-23,Spinach,89
2025-03-23,Sugar,95
2025-03-23,Tomato,162
2025-03-24,Basil,79
2025-03-24,Beef,206
2025-03-24,Bell Pepper,118
2025-03-24,Bread,141
2025-03-24,Broccoli,128
2025-03-24,Butter,130
2025-03-24,Cabbage,92
2025-03-24,Carrot,118
2025-03-24,Cheese,168
2025-03-24,Chicken,212
2025-03-24,Cilantro,83
2025-03-24,Eggs,189
2025-03-24,Fish,161
2025-03-24,Flour,113
2025-03-24,Garlic,73
2025-03-24,Ginger,68
2025-03-24,Lemon,78
2025-03-24,Lettuce,107
2025-03-24,Lime,83
2025-03-24,Milk,158
2025-03-24,Mushroom,95
2025-03-24,Oil,125
2025-03-24,Onion,157
2025-03-24,Pasta,116
2025-03-24,Potato,142
2025-03-24,Rice,164
2025-03-24,Salt,91
2025-03-24,Spinach,93
2025-03-24,Sugar,102
2025-03-24,Tomato,185
2025-03-25,Basil,86
2025-03-25,Beef,179
2025-03-25,Bell Pepper,112
2025-03-25,Bread,158
2025-03-25,Broccoli,100
2025-03-25,Butter,131
2025-03-25,Cabbage,95
2025-03-25,Carrot,126
2025-03-25,Cheese,181
2025-03-25,Chicken,242
2025-03-25,Cilantro,99
2025-03-25,Eggs,186
2025-03-25,Fish,210
2025-03-25,Flour,125
2025-03-25,Garlic,84
2025-03-25,Ginger,81
2025-03-25,Lemon,95
2025-03-25,Lettuce,117
2025-03-25,Lime,89
2025-03-25,Milk,160
2025-03-25,Mushroom,101
2025-03-25,Oil,140
2025-03-25,Onion,155
2025-03-25,Pasta,136
2025-03-25,Potato,151
2025-03-25,Rice,160
2025-03-25,Salt,88
2025-03-25,Spinach,111
2025-03-25,Sugar,108
2025-03-25,Tomato,184
2025-03-26,Basil,87
2025-03-26,Beef,223
2025-03-26,Bell Pepper,137
2025-03-26,Bread,155
2025-03-26,Broccoli,120
2025-03-26,Butter,142
2025-03-26,Cabbage,105
2025-03-26,Carrot,137
2025-03-26,Cheese,162
2025-03-26,Chicken,274
2025-03-26,Cilantro,89
2025-03-26,Eggs,191
2025-03-26,Fish,163
2025-03-26,Flour,127
2025-03-26,Garlic,90
2025-03-26,Ginger,73
2025-03-26,Lemon,97
2025-03-26,Lettuce,115
2025-03-26,Lime,105
2025-03-26,Milk,163
2025-03-26,Mushroom,106
2025-03-26,Oil,126
2025-03-26,Onion,176
2025-03-26,Pasta,136
2025-03-26,Potato,142
2025-03-26,Rice,168
2025-03-26,Salt,90
2025-03-26,Spinach,109
2025-03-26,Sugar,122
2025-03-26,Tomato,198
2025-03-27,Basil,81
2025-03-27,Beef,229
2025-03-27,Bell Pepper,139
2025-03-27,Bread,156
2025-03-27,Broccoli,112
2025-03-27,Butter,131
2025-03-27,Cabbage,87
2025-03-27,Carrot,141
2025-03-27,Cheese,157
2025-03-27,Chicken,226
2025-03-27,Cilantro,67
2025-03-27,Eggs,198
2025-03-27,Fish,174
2025-03-27,Flour,128
2025-03-27,Garlic,85
2025-03-27,Ginger,78
